"COU","Country","SMALL_SUBNATIONAL_REGION","Small subnational region","LARGE_SUBNATIONAL_REGION","Large subnational region","MEAS","Measure","VARIABLE","Land cover class","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.1757469244,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,0.1757469244,,
"MMR","Myanmar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,1.4788135598,,
"MMR","Myanmar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,1.5009826209,,
"MMR","Myanmar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,1.5089256698,,
"MMR","Myanmar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,1.5300571773,,
"MMR","Myanmar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2019","2019",,,"0","Units",,,1.5373661657,,
"AIA","Anguilla","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","1992","1992",,,"0","Units",,,10.8267716535,,
"AIA","Anguilla","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2004","2004",,,"0","Units",,,12.0078740157,,
"AIA","Anguilla","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2015","2015",,,"0","Units",,,12.0078740157,,
"AIA","Anguilla","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2018","2018",,,"0","Units",,,12.0078740157,,
"AIA","Anguilla","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2019","2019",,,"0","Units",,,12.0078740157,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,8.865556776,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,16.200194796,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,18.207878548,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,18.410053492,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,18.45619204,,
"PAN","Panama","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.1921862728,,
"PAN","Panama","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.2869447824,,
"PAN","Panama","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.4634235233,,
"PAN","Panama","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.4966865321,,
"PAN","Panama","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,0.5101354646,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2019","2019",,,"0","Units",,,0,,
"ROU","Romania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,1.4629493412,,
"ROU","Romania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,3.0100619727,,
"ROU","Romania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,3.656740912,,
"ROU","Romania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,3.6783412015,,
"ROU","Romania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,3.6853791337,,
"QAT","Qatar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,3.2451738867,,
"QAT","Qatar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,3.5177151843,,
"QAT","Qatar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,4.2373841366,,
"QAT","Qatar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,4.2826966262,,
"QAT","Qatar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,4.8944152357,,
"KGZ","Kyrgyzstan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","1992","1992",,,"0","Units",,,6.3322516029,,
"KGZ","Kyrgyzstan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2004","2004",,,"0","Units",,,6.6396744497,,
"KGZ","Kyrgyzstan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2015","2015",,,"0","Units",,,6.4894132953,,
"KGZ","Kyrgyzstan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2018","2018",,,"0","Units",,,6.8892955985,,
"KGZ","Kyrgyzstan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2019","2019",,,"0","Units",,,7.0998395431,,
"PLW","Palau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","1992","1992",,,"0","Units",,,0,,
"PLW","Palau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2004","2004",,,"0","Units",,,0,,
"PLW","Palau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2015","2015",,,"0","Units",,,0,,
"PLW","Palau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2018","2018",,,"0","Units",,,0,,
"PLW","Palau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2019","2019",,,"0","Units",,,0,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.000850124,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.000850124,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.000850124,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.000850124,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2019","2019",,,"0","Units",,,0.000850124,,
"VGB","British Virgin Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,4.5862412762,,
"VGB","British Virgin Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,6.5304087737,,
"VGB","British Virgin Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,12.1136590229,,
"VGB","British Virgin Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,12.1136590229,,
"VGB","British Virgin Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,12.1136590229,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","1992","1992",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2004","2004",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2015","2015",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2018","2018",,,"0","Units",,,0,,
"KIR","Kiribati","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2019","2019",,,"0","Units",,,0,,
"NGA","Nigeria","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,9.22345898,,
"NGA","Nigeria","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,9.402912428,,
"NGA","Nigeria","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,9.524402876,,
"NGA","Nigeria","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,9.655399256,,
"NGA","Nigeria","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2019","2019",,,"0","Units",,,9.716608184,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,0,,
"MYS","Malaysia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0.0186937558,,
"MYS","Malaysia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0.0195085521,,
"MYS","Malaysia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0.1052484058,,
"MYS","Malaysia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0.1081583927,,
"MYS","Malaysia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,0.1104165425,,
"MLT","Malta","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,0.000154568,,
"MLT","Malta","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,0.000154568,,
"MLT","Malta","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,0.000154568,,
"MLT","Malta","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,0.000154568,,
"MLT","Malta","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2019","2019",,,"0","Units",,,0.000154568,,
"IRL","Ireland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","1992","1992",,,"0","Units",,,7.8345580135,,
"IRL","Ireland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2004","2004",,,"0","Units",,,7.9524683109,,
"IRL","Ireland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2015","2015",,,"0","Units",,,7.985903907,,
"IRL","Ireland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2018","2018",,,"0","Units",,,7.9581147195,,
"IRL","Ireland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2019","2019",,,"0","Units",,,7.9552361583,,
"WSM","Samoa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","1992","1992",,,"0","Units",,,0,,
"WSM","Samoa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2004","2004",,,"0","Units",,,0,,
"WSM","Samoa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2015","2015",,,"0","Units",,,0,,
"WSM","Samoa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2018","2018",,,"0","Units",,,0,,
"WSM","Samoa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2019","2019",,,"0","Units",,,0,,
"ZAF","South Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","1992","1992",,,"0","Units",,,0.2123135148,,
"ZAF","South Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2004","2004",,,"0","Units",,,0.2181895481,,
"ZAF","South Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2015","2015",,,"0","Units",,,0.2167505195,,
"ZAF","South Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2018","2018",,,"0","Units",,,0.2169019962,,
"ZAF","South Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2019","2019",,,"0","Units",,,0.2169019962,,
"VNM","Viet Nam","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,0.998431996,,
"VNM","Viet Nam","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,0.925398616,,
"VNM","Viet Nam","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,0.935986524,,
"VNM","Viet Nam","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,0.909323544,,
"VNM","Viet Nam","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2019","2019",,,"0","Units",,,0.903527244,,
"SEN","Senegal","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","1992","1992",,,"0","Units",,,3.545867204,,
"SEN","Senegal","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2004","2004",,,"0","Units",,,3.568897836,,
"SEN","Senegal","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2015","2015",,,"0","Units",,,3.558232644,,
"SEN","Senegal","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2018","2018",,,"0","Units",,,3.554986716,,
"SEN","Senegal","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2019","2019",,,"0","Units",,,3.510316564,,
"JOR","Jordan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,0.0167839815,,
"JOR","Jordan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,0.0182547428,,
"JOR","Jordan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,0.0256085491,,
"JOR","Jordan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,0.0330488708,,
"JOR","Jordan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2019","2019",,,"0","Units",,,0.0412678308,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,0.065227696,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,0.03207286,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,0.01816174,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,0.018316308,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2019","2019",,,"0","Units",,,0.018316308,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,47.96360966,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,47.988649676,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,48.347092868,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,48.790471176,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2019","2019",,,"0","Units",,,48.65568788,,
"MDG","Madagascar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,0.7649916745,,
"MDG","Madagascar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,0.7514379013,,
"MDG","Madagascar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,0.730428247,,
"MDG","Madagascar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,0.7291355461,,
"MDG","Madagascar","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2019","2019",,,"0","Units",,,0.72743806,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","1992","1992",,,"0","Units",,,0.134706012,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2004","2004",,,"0","Units",,,0.129914404,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2015","2015",,,"0","Units",,,0.129218848,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2018","2018",,,"0","Units",,,0.131614652,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2019","2019",,,"0","Units",,,0.132001072,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,0.177289496,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,0.16654702,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,0.159359608,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,0.159359608,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2019","2019",,,"0","Units",,,0.159359608,,
"KHM","Cambodia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.00270494,,
"KHM","Cambodia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.00270494,,
"KHM","Cambodia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.002473088,,
"KHM","Cambodia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.003632348,,
"KHM","Cambodia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2019","2019",,,"0","Units",,,0.003632348,,
"JAM","Jamaica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","1992","1992",,,"0","Units",,,0,,
"JAM","Jamaica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2004","2004",,,"0","Units",,,0,,
"JAM","Jamaica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2015","2015",,,"0","Units",,,0,,
"JAM","Jamaica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2018","2018",,,"0","Units",,,0,,
"JAM","Jamaica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2019","2019",,,"0","Units",,,0,,
"SYC","Seychelles","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0.00077284,,
"SYC","Seychelles","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0.00077284,,
"SYC","Seychelles","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0.00077284,,
"SYC","Seychelles","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0.00077284,,
"SYC","Seychelles","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,0.00077284,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,0,,
"PRY","Paraguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,228.945580612,,
"PRY","Paraguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,208.822218124,,
"PRY","Paraguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,176.84743152,,
"PRY","Paraguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,172.650987604,,
"PRY","Paraguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2019","2019",,,"0","Units",,,171.864391052,,
"DMA","Dominica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.34771937,,
"DMA","Dominica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.4090816118,,
"DMA","Dominica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.5624872162,,
"DMA","Dominica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.5624872162,,
"DMA","Dominica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,0.5624872162,,
"NIC","Nicaragua","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.0019321,,
"NIC","Nicaragua","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.0019321,,
